,conc,abs
0,0.0,-0.014106711325179567
1,1.045635910224439,-0.007883638068874708
2,2.0860696517412936,-0.004186987303894746
3,3.121339950372209,0.0005781708803657571
4,4.151485148514851,0.005573272864704111
5,5.176543209876543,0.015453746701712458
6,6.196551724137931,0.020279480917356204
7,8.221568627450981,0.02794194096459012
8,10.226829268292683,0.03481391224014367
9,12.212621359223302,0.03750471994894436
10,16.126923076923077,0.04113278902013787
11,19.966666666666665,0.04198932297854683
12,23.733962264150946,0.039844743889438594
13,27.430841121495327,0.041235101472089426
14,31.05925925925926,0.0462265653361726
15,34.62110091743119,0.04661843315008913
16,39.84298642533937,0.04579048018678121
17,44.925000000000004,0.04460691115820484
18,49.872687224669605,0.0451888434184894
19,54.69130434782609,0.04550418980763622
